hour_of_day,is_new_ip,is_new_device,recent_failures_15min,history_size,synthetic_label,anomaly_type
7,0,0,0,26,0,normal
8,0,0,0,15,0,normal
8,0,0,0,17,0,normal
8,0,0,0,29,0,normal
8,0,0,0,19,0,normal
9,0,0,0,3,0,normal
9,0,0,0,28,0,normal
9,0,0,0,18,0,normal
9,0,0,0,21,0,normal
9,0,0,0,27,1,unusual_client
10,0,0,0,27,0,normal
10,0,0,0,5,0,normal
10,0,0,0,15,0,normal
10,0,0,0,24,0,normal
10,0,0,0,7,0,normal
10,0,0,0,17,0,normal
11,0,0,0,22,0,normal
11,1,0,0,5,1,new_ip
11,0,0,0,25,0,normal
11,0,0,0,19,0,normal
11,0,0,0,7,0,normal
12,0,0,0,22,0,normal
12,0,0,0,20,0,normal
12,0,0,0,14,0,normal
12,0,0,0,19,0,normal
12,0,0,0,4,0,normal
12,0,0,0,5,0,normal
12,0,0,0,16,0,normal
12,0,0,0,22,0,normal
12,0,0,0,24,0,normal
12,0,0,0,17,0,normal
13,0,0,0,5,0,normal
13,0,0,0,2,0,normal
13,0,0,0,25,0,normal
13,0,0,0,19,0,normal
13,0,0,0,20,0,normal
14,0,0,0,4,0,normal
14,0,0,0,20,0,normal
14,0,0,0,13,0,normal
14,0,0,0,25,0,normal
15,0,0,0,7,0,normal
15,0,0,0,22,0,normal
15,0,0,0,25,0,normal
15,0,0,0,23,0,normal
15,0,0,0,28,0,normal
15,0,0,0,4,0,normal
15,0,0,0,18,0,normal
15,0,0,0,15,0,normal
16,0,0,0,15,0,normal
16,0,0,0,21,0,normal
16,0,0,0,22,0,normal
16,0,0,0,4,0,normal
17,0,0,0,8,0,normal
17,0,0,0,27,0,normal
17,0,0,0,21,0,normal
17,0,0,0,5,0,normal
17,0,0,0,21,0,normal
18,0,0,0,26,0,normal
18,0,0,0,5,0,normal
19,0,0,0,14,0,normal
2,0,0,0,21,1,unusual_hour
3,1,1,0,32,1,multiple_changes
4,1,1,0,28,1,multiple_changes
7,0,0,0,25,0,normal
8,0,0,0,23,0,normal
8,0,0,0,26,0,normal
8,0,0,0,13,0,normal
9,0,0,0,16,0,normal
9,0,0,0,27,0,normal
9,0,0,0,20,0,normal
9,0,0,0,26,0,normal
9,0,0,0,6,0,normal
10,0,0,0,24,0,normal
10,0,0,0,23,0,normal
10,0,0,0,16,0,normal
10,0,0,0,13,0,normal
10,0,0,0,21,0,normal
10,0,0,0,16,0,normal
10,0,0,0,15,0,normal
10,0,0,0,23,0,normal
11,0,0,0,6,0,normal
11,0,0,0,3,0,normal
11,0,0,0,17,0,normal
11,0,0,0,23,0,normal
11,0,0,0,22,0,normal
11,0,0,0,13,0,normal
12,0,0,0,19,0,normal
12,0,0,0,11,0,normal
12,0,0,0,21,0,normal
12,0,0,0,33,0,normal
12,0,0,0,18,0,normal
12,0,0,0,22,0,normal
12,0,0,0,25,0,normal
13,0,0,0,4,0,normal
13,0,0,0,6,0,normal
13,0,0,0,19,0,normal
13,0,0,0,14,0,normal
13,0,0,0,4,0,normal
14,0,0,0,25,0,normal
14,0,0,0,29,0,normal
14,0,0,0,6,0,normal
14,0,0,0,23,0,normal
15,0,0,0,20,0,normal
15,0,0,0,6,0,normal
15,0,0,0,29,0,normal
15,0,0,0,23,0,normal
15,0,0,0,29,0,normal
15,0,0,0,20,0,normal
16,0,0,0,24,0,normal
16,0,0,0,24,0,normal
16,0,0,0,22,0,normal
16,0,0,0,25,0,normal
16,0,0,0,29,0,normal
17,0,0,0,7,0,normal
17,0,0,0,23,0,normal
17,0,0,0,18,0,normal
17,0,0,0,29,0,normal
17,0,1,0,30,1,unusual_client
17,0,0,0,5,0,normal
17,0,0,0,19,0,normal
18,0,0,0,7,0,normal
18,0,0,0,14,0,normal
18,0,0,0,22,0,normal
19,0,0,0,30,0,normal
5,0,0,0,24,1,unusual_hour
7,0,0,0,20,0,normal
7,0,0,0,22,0,normal
8,0,0,0,23,0,normal
8,0,0,0,31,0,normal
8,0,0,0,24,0,normal
8,0,0,0,24,0,normal
9,0,0,0,22,0,normal
9,0,0,0,16,0,normal
9,0,0,0,15,0,normal
9,0,0,0,22,0,normal
10,0,0,0,5,0,normal
10,0,0,0,16,0,normal
10,0,0,0,12,0,normal
10,0,0,0,16,0,normal
10,0,0,0,22,0,normal
10,0,0,0,18,0,normal
10,0,0,0,19,0,normal
11,0,0,0,26,0,normal
11,0,0,0,21,0,normal
12,0,0,0,4,0,normal
12,0,0,0,24,0,normal
12,0,0,0,26,0,normal
12,0,1,0,27,1,unusual_client
12,0,0,0,32,0,normal
12,0,0,0,25,0,normal
12,0,0,0,23,0,normal
12,0,0,0,25,0,normal
13,0,0,0,1,0,normal
13,0,0,0,17,0,normal
13,0,0,0,13,0,normal
13,0,0,0,8,0,normal
13,0,0,0,10,0,normal
14,0,0,0,24,0,normal
14,0,0,0,18,0,normal
14,1,0,0,20,1,new_ip
14,0,0,0,28,0,normal
14,0,0,0,24,0,normal
14,0,0,0,20,0,normal
14,0,0,0,26,0,normal
15,0,0,0,6,0,normal
16,0,0,0,16,0,normal
16,0,0,0,5,0,normal
16,0,0,0,19,0,normal
16,0,0,0,15,0,normal
16,0,0,0,16,0,normal
16,0,0,0,7,0,normal
16,0,0,0,30,0,normal
17,0,0,0,20,0,normal
17,0,0,0,18,0,normal
17,0,0,0,25,0,normal
18,0,0,0,23,0,normal
18,0,0,0,26,0,normal
18,0,0,0,17,0,normal
19,0,0,0,12,0,normal
19,0,0,0,24,0,normal
4,0,0,0,2,1,unusual_hour
3,1,0,0,11,1,multiple_changes
7,0,0,0,24,0,normal
8,0,0,0,32,0,normal
9,0,0,0,30,0,normal
9,0,0,0,25,0,normal
9,0,0,0,25,0,normal
9,0,0,0,20,0,normal
9,0,0,0,17,0,normal
9,0,0,0,31,0,normal
9,0,0,0,21,0,normal
9,0,0,0,18,0,normal
10,0,0,0,23,0,normal
10,0,0,0,28,0,normal
10,0,0,0,24,0,normal
10,0,0,0,24,0,normal
11,0,0,0,14,0,normal
11,0,0,0,22,0,normal
11,0,0,0,13,0,normal
12,0,0,0,16,0,normal
12,0,0,0,17,0,normal
12,0,0,0,8,0,normal
13,0,0,0,13,0,normal
13,0,0,0,19,0,normal
13,0,0,0,26,0,normal
13,0,0,0,19,0,normal
13,0,0,0,6,0,normal
13,0,0,0,29,0,normal
14,0,0,0,7,0,normal
14,0,0,0,23,0,normal
14,0,0,0,30,0,normal
14,0,0,0,20,0,normal
15,0,0,0,13,0,normal
15,0,0,0,19,0,normal
15,0,1,0,17,1,unusual_client
15,0,0,0,21,0,normal
15,0,0,0,29,0,normal
15,0,0,0,28,0,normal
15,0,0,0,17,0,normal
16,0,0,0,16,0,normal
16,0,0,0,27,0,normal
16,0,0,0,21,0,normal
16,0,0,0,16,0,normal
16,0,1,0,24,1,unusual_client
17,0,0,0,20,0,normal
17,0,0,0,24,0,normal
17,0,0,0,34,0,normal
17,0,0,0,21,0,normal
17,0,0,0,23,0,normal
17,0,0,0,15,0,normal
17,0,0,0,21,0,normal
19,0,0,0,16,0,normal
19,0,0,0,14,0,normal
4,0,0,0,15,1,unusual_hour
7,0,0,0,25,0,normal
7,0,0,0,23,0,normal
8,0,0,0,20,0,normal
8,0,0,0,2,0,normal
8,0,0,0,22,0,normal
8,0,0,0,16,0,normal
9,0,0,0,24,0,normal
9,0,0,0,23,0,normal
9,0,0,0,18,0,normal
10,0,0,0,27,0,normal
10,0,0,0,16,0,normal
10,0,0,0,4,0,normal
10,0,0,0,25,0,normal
11,0,0,0,27,0,normal
11,0,0,0,22,0,normal
11,0,0,0,29,0,normal
11,0,0,0,3,0,normal
11,0,0,0,25,0,normal
12,0,0,0,25,0,normal
12,0,0,0,3,0,normal
12,0,0,0,21,0,normal
13,0,0,0,5,0,normal
13,0,0,0,18,0,normal
13,0,0,0,6,0,normal
13,0,0,0,26,0,normal
13,0,1,0,26,1,unusual_client
13,0,0,0,4,0,normal
13,0,0,0,23,0,normal
13,0,0,0,26,0,normal
14,0,0,0,6,0,normal
14,0,0,0,24,0,normal
14,0,0,0,11,0,normal
14,0,0,0,22,0,normal
14,0,0,0,22,0,normal
14,0,0,0,19,0,normal
14,0,0,0,31,0,normal
15,0,0,0,15,0,normal
15,0,0,0,18,0,normal
15,0,0,0,21,0,normal
15,0,0,0,8,0,normal
16,0,0,0,28,0,normal
16,0,0,0,21,0,normal
16,0,0,0,22,0,normal
16,0,0,0,17,0,normal
16,0,0,0,21,0,normal
18,0,0,0,15,0,normal
18,0,0,0,16,0,normal
18,0,0,0,19,0,normal
19,0,0,0,29,0,normal
4,0,0,0,31,1,unusual_hour
7,0,0,0,22,0,normal
8,0,0,0,9,0,normal
8,0,0,0,30,0,normal
8,0,0,0,13,0,normal
8,0,0,0,20,0,normal
9,0,0,0,17,0,normal
9,0,0,0,5,0,normal
10,0,0,0,6,0,normal
10,0,0,0,19,0,normal
11,0,0,0,14,0,normal
11,0,0,0,5,0,normal
12,0,0,0,3,0,normal
12,0,0,0,30,0,normal
12,0,0,0,15,0,normal
12,0,0,0,25,0,normal
12,0,0,0,22,0,normal
12,0,0,0,15,0,normal
12,0,0,0,12,0,normal
12,0,0,0,21,0,normal
13,0,0,0,22,0,normal
13,0,0,0,23,0,normal
13,0,1,0,5,1,unusual_client
13,0,0,0,6,0,normal
13,0,0,0,4,0,normal
13,0,0,0,28,0,normal
13,0,0,0,28,0,normal
14,0,0,0,23,0,normal
14,0,0,0,24,0,normal
14,0,0,0,2,0,normal
15,0,0,0,7,0,normal
15,0,0,0,3,0,normal
15,0,0,0,23,0,normal
16,0,0,0,23,0,normal
16,0,0,0,23,0,normal
16,0,0,0,33,1,unusual_client
16,0,0,0,26,0,normal
16,0,0,0,14,0,normal
16,1,0,0,26,1,new_ip
16,0,0,0,6,0,normal
16,0,0,0,21,0,normal
16,0,0,0,25,0,normal
17,0,0,0,22,0,normal
17,0,0,0,20,0,normal
17,0,0,0,20,0,normal
17,0,0,0,5,0,normal
18,0,0,0,29,0,normal
18,0,0,0,26,0,normal
18,0,0,0,17,0,normal
19,0,0,0,17,0,normal
0,1,1,0,27,1,multiple_changes
3,0,0,0,24,1,unusual_hour
3,1,1,0,26,1,multiple_changes
3,1,1,0,26,1,multiple_changes
8,0,0,0,24,0,normal
8,0,0,0,29,0,normal
8,0,0,0,22,0,normal
8,0,0,0,24,0,normal
9,0,0,0,25,0,normal
9,0,1,0,23,1,unusual_client
10,0,0,0,27,0,normal
10,0,0,0,27,0,normal
11,0,0,0,17,0,normal
11,0,0,0,15,0,normal
11,0,0,0,21,0,normal
11,0,0,0,21,0,normal
11,0,0,0,34,0,normal
11,0,0,0,18,0,normal
11,0,0,0,19,0,normal
12,0,0,0,5,0,normal
12,0,0,0,15,0,normal
12,0,0,0,21,0,normal
12,0,0,0,26,0,normal
12,0,0,0,24,0,normal
13,0,0,0,21,0,normal
13,0,0,0,25,0,normal
13,0,0,0,27,0,normal
13,0,0,0,20,0,normal
13,0,0,0,5,0,normal
13,0,0,0,16,0,normal
13,0,0,0,5,0,normal
13,0,0,0,20,0,normal
13,0,0,0,8,0,normal
13,0,0,0,24,0,normal
13,0,0,0,23,0,normal
14,0,0,0,17,0,normal
14,0,0,0,18,0,normal
14,0,0,0,5,0,normal
14,0,0,0,19,0,normal
15,0,0,0,24,0,normal
15,0,0,0,24,0,normal
15,0,0,0,22,0,normal
16,0,0,0,16,0,normal
16,0,0,0,19,0,normal
16,0,0,0,6,0,normal
16,0,0,0,20,0,normal
17,0,0,0,3,0,normal
17,0,0,0,26,0,normal
17,0,0,0,32,0,normal
17,0,0,0,6,0,normal
17,0,0,0,15,0,normal
18,0,0,0,26,0,normal
18,0,0,0,26,0,normal
18,0,0,0,22,0,normal
18,0,0,0,28,0,normal
18,0,0,0,14,0,normal
19,0,0,0,27,0,normal
19,0,0,0,20,0,normal
1,0,0,0,18,1,unusual_hour
7,0,0,0,25,1,unusual_client
8,0,0,0,35,0,normal
9,0,0,0,17,0,normal
9,0,1,0,26,1,unusual_client
9,0,0,0,7,0,normal
9,0,0,0,16,0,normal
10,0,0,0,25,0,normal
11,0,0,0,4,0,normal
11,0,0,0,10,0,normal
11,0,0,0,27,0,normal
11,0,0,0,24,0,normal
12,0,0,0,4,0,normal
13,0,0,0,31,0,normal
13,0,0,0,21,0,normal
13,0,0,0,7,0,normal
13,0,0,0,15,0,normal
14,0,0,0,21,0,normal
14,0,0,0,17,0,normal
14,0,0,0,21,0,normal
14,0,0,0,11,0,normal
14,0,0,0,12,0,normal
14,0,0,0,26,0,normal
14,0,0,0,7,0,normal
15,0,0,0,22,0,normal
15,0,0,0,21,0,normal
15,0,0,0,18,0,normal
15,0,0,0,19,0,normal
15,0,0,0,11,0,normal
15,0,0,0,25,0,normal
15,0,0,0,26,0,normal
15,0,0,0,22,0,normal
15,0,0,0,5,0,normal
15,0,0,0,25,0,normal
16,0,0,0,6,0,normal
16,0,0,0,8,0,normal
16,0,0,0,26,0,normal
16,0,0,0,26,0,normal
16,0,0,0,16,0,normal
16,0,0,0,20,0,normal
16,0,0,0,24,0,normal
17,0,0,0,10,0,normal
17,0,0,0,29,0,normal
17,0,0,0,14,0,normal
8,0,0,0,6,0,normal
9,0,0,0,25,0,normal
9,0,0,0,30,0,normal
9,0,0,0,29,0,normal
9,0,0,0,21,0,normal
9,0,0,0,17,0,normal
10,0,0,0,18,0,normal
10,0,0,0,27,0,normal
10,0,0,0,32,0,normal
10,0,0,0,22,0,normal
10,0,0,0,6,0,normal
10,0,0,0,12,0,normal
10,0,0,0,27,0,normal
10,0,0,0,17,0,normal
10,0,0,0,17,0,normal
11,0,0,0,26,0,normal
11,0,0,0,11,0,normal
11,0,0,0,19,0,normal
11,0,0,0,24,0,normal
12,0,0,0,24,0,normal
12,0,0,0,18,0,normal
12,0,0,0,22,0,normal
13,0,0,0,20,0,normal
13,0,0,0,20,0,normal
13,0,0,0,26,0,normal
13,0,0,0,20,0,normal
13,0,0,0,20,0,normal
13,1,0,0,27,1,new_ip
14,0,0,0,24,0,normal
14,0,0,0,23,0,normal
14,0,0,0,4,0,normal
14,0,0,0,27,0,normal
14,0,0,0,7,0,normal
14,0,0,0,5,0,normal
15,0,0,0,28,0,normal
15,0,0,0,21,0,normal
15,0,0,0,23,0,normal
16,0,0,0,27,1,unusual_client
16,0,0,0,20,0,normal
16,0,1,0,18,1,unusual_client
16,0,0,0,5,0,normal
17,0,0,0,21,0,normal
17,0,0,0,14,0,normal
17,0,0,0,7,0,normal
18,0,0,0,27,0,normal
19,0,0,0,31,0,normal
19,0,0,0,16,0,normal
19,0,0,0,28,0,normal
7,0,0,0,22,0,normal
7,0,0,0,24,0,normal
7,0,0,0,4,0,normal
8,0,0,0,28,0,normal
8,0,0,0,14,0,normal
8,0,0,0,35,0,normal
9,0,0,0,23,0,normal
9,0,0,0,28,0,normal
9,0,0,0,7,0,normal
9,0,0,0,19,0,normal
9,0,1,0,2,1,unusual_client
10,0,0,0,6,0,normal
10,1,0,0,21,1,new_ip
10,0,0,0,18,0,normal
10,0,0,0,19,0,normal
10,0,0,0,28,0,normal
11,0,0,0,28,0,normal
11,0,0,0,16,0,normal
11,0,0,0,3,0,normal
11,0,0,0,24,0,normal
11,0,0,0,10,0,normal
11,0,0,0,19,0,normal
12,0,0,0,5,0,normal
12,0,0,0,20,0,normal
12,0,0,0,21,0,normal
12,0,0,0,33,0,normal
12,0,0,0,23,0,normal
12,0,0,0,2,0,normal
12,0,0,0,5,0,normal
13,0,0,0,21,0,normal
13,0,0,0,27,0,normal
13,0,0,0,21,0,normal
13,0,0,0,23,0,normal
13,0,0,0,15,0,normal
14,0,0,0,23,0,normal
14,0,0,0,19,0,normal
14,0,0,0,13,0,normal
14,0,0,0,29,0,normal
14,0,0,0,33,0,normal
15,0,0,0,26,0,normal
15,0,0,0,19,0,normal
15,1,0,0,20,1,new_ip
15,0,0,0,4,0,normal
15,0,0,0,30,0,normal
15,0,0,0,19,0,normal
16,0,1,0,3,1,unusual_client
16,0,0,0,16,0,normal
16,0,0,0,31,0,normal
16,0,0,0,22,0,normal
16,0,0,0,3,0,normal
16,0,0,0,31,0,normal
16,0,0,0,17,0,normal
17,0,0,0,26,0,normal
17,0,0,0,19,0,normal
17,0,0,0,23,0,normal
17,0,0,0,22,0,normal
17,0,0,0,26,0,normal
17,0,0,0,9,0,normal
17,0,0,0,27,0,normal
17,0,0,0,18,0,normal
18,0,0,0,20,0,normal
18,0,0,0,17,0,normal
18,0,0,0,32,0,normal
19,0,0,0,22,0,normal
7,0,0,0,2,0,normal
8,1,0,0,23,1,new_ip
8,0,0,0,36,0,normal
9,0,0,0,22,0,normal
9,0,0,0,23,0,normal
9,0,0,0,23,0,normal
9,0,0,0,21,0,normal
9,0,0,0,22,0,normal
10,0,0,0,6,0,normal
10,0,0,0,25,0,normal
10,0,0,0,18,0,normal
10,0,0,0,18,0,normal
10,0,0,0,15,0,normal
10,0,0,0,27,0,normal
11,0,0,0,21,0,normal
11,0,0,0,27,0,normal
11,0,0,0,28,0,normal
11,0,0,0,25,0,normal
11,0,0,0,6,0,normal
12,0,0,0,17,0,normal
12,0,0,0,21,0,normal
12,0,0,0,22,0,normal
13,0,0,0,6,0,normal
13,0,0,0,21,0,normal
13,0,0,0,30,0,normal
13,0,0,0,4,0,normal
14,0,0,0,18,0,normal
14,0,0,0,27,0,normal
14,0,0,0,24,0,normal
14,0,0,0,21,0,normal
14,0,0,0,22,0,normal
15,0,0,0,22,0,normal
15,1,0,0,26,1,new_ip
15,0,0,0,22,0,normal
15,0,0,0,26,0,normal
15,0,0,0,6,0,normal
15,0,0,0,25,0,normal
16,0,0,0,2,0,normal
16,0,0,0,28,0,normal
16,0,0,0,12,0,normal
16,0,0,0,24,0,normal
16,0,0,0,7,0,normal
17,0,0,0,24,0,normal
17,0,0,0,3,0,normal
17,0,0,0,20,0,normal
17,0,0,0,26,0,normal
18,0,0,0,21,0,normal
19,0,0,0,20,0,normal
0,0,0,0,24,1,unusual_hour
1,0,0,0,24,1,unusual_hour
3,0,0,0,29,1,unusual_hour
7,0,0,0,27,0,normal
8,0,0,0,19,0,normal
8,0,0,0,25,0,normal
8,0,0,0,19,0,normal
9,0,0,0,9,0,normal
9,0,0,0,20,0,normal
9,0,0,0,5,0,normal
9,0,0,0,16,0,normal
10,0,0,0,34,0,normal
10,0,0,0,23,0,normal
10,0,0,0,4,0,normal
10,0,0,0,8,0,normal
11,0,0,0,23,0,normal
11,0,0,0,24,0,normal
11,0,0,0,14,0,normal
11,0,0,0,24,0,normal
11,0,0,0,20,0,normal
11,0,0,0,30,0,normal
11,0,0,0,7,0,normal
11,0,0,0,21,0,normal
11,0,0,0,17,0,normal
12,0,0,0,25,0,normal
12,0,0,0,15,0,normal
12,0,0,0,26,0,normal
12,0,0,0,30,0,normal
13,1,0,0,27,1,new_ip
14,0,0,0,23,0,normal
14,0,0,0,8,0,normal
14,0,0,0,3,0,normal
14,0,0,0,20,0,normal
14,0,0,0,28,0,normal
15,0,0,0,28,0,normal
15,0,0,0,19,0,normal
15,0,0,0,22,0,normal
15,0,0,0,20,0,normal
15,0,0,0,4,0,normal
15,0,0,0,19,0,normal
15,0,0,0,18,0,normal
16,0,0,0,34,0,normal
16,0,0,0,3,0,normal
16,0,0,0,6,0,normal
16,0,0,0,28,0,normal
16,0,0,0,29,0,normal
16,0,0,0,21,0,normal
16,0,0,0,22,0,normal
16,0,0,0,5,0,normal
16,0,0,0,7,0,normal
16,0,0,0,20,0,normal
16,0,0,0,15,0,normal
16,0,0,0,31,0,normal
17,0,0,0,23,0,normal
17,0,0,0,29,0,normal
17,0,1,0,25,1,unusual_client
17,0,0,0,3,0,normal
18,0,0,0,6,0,normal
18,0,0,0,23,0,normal
18,0,0,0,27,0,normal
19,0,0,0,23,0,normal
7,0,0,0,16,0,normal
7,0,0,0,21,0,normal
8,0,0,0,15,0,normal
8,0,0,0,29,0,normal
8,0,0,0,30,0,normal
8,0,0,0,7,0,normal
8,1,0,0,18,1,new_ip
8,0,0,0,1,0,normal
8,0,0,0,4,0,normal
8,0,0,0,17,0,normal
9,0,0,0,19,0,normal
9,0,0,0,28,0,normal
9,0,0,0,9,0,normal
9,0,0,0,27,0,normal
10,0,0,0,26,0,normal
10,0,0,0,7,0,normal
10,0,0,0,25,0,normal
10,0,0,0,27,0,normal
10,0,0,0,13,0,normal
10,0,0,0,21,0,normal
10,0,0,0,7,0,normal
11,0,0,0,7,0,normal
11,0,0,0,25,0,normal
11,0,0,0,29,0,normal
11,0,0,0,14,0,normal
11,0,0,0,20,0,normal
12,0,0,0,28,0,normal
12,0,0,0,20,0,normal
12,0,0,0,32,0,normal
12,0,0,0,12,0,normal
12,0,0,0,24,0,normal
12,0,0,0,4,0,normal
12,0,0,0,25,0,normal
12,0,0,0,17,0,normal
12,0,0,0,5,0,normal
13,0,0,0,2,0,normal
13,0,0,0,22,0,normal
13,0,0,0,16,0,normal
13,0,0,0,21,0,normal
13,0,0,0,25,0,normal
14,0,0,0,30,0,normal
14,0,0,0,3,0,normal
14,0,0,0,26,0,normal
14,0,0,0,18,0,normal
14,0,0,0,8,0,normal
15,0,0,0,25,0,normal
15,0,0,0,5,0,normal
16,0,0,0,3,0,normal
16,0,0,0,26,0,normal
16,0,0,0,28,0,normal
16,0,0,0,7,0,normal
16,0,0,0,3,0,normal
16,0,0,0,27,0,normal
16,0,0,0,20,0,normal
16,0,0,0,30,0,normal
17,0,0,0,29,0,normal
17,0,0,0,12,0,normal
17,0,0,0,30,0,normal
18,0,0,0,5,0,normal
18,0,0,0,28,0,normal
18,0,0,0,24,0,normal
4,0,0,0,4,1,unusual_hour
0,0,0,0,24,1,unusual_hour
3,1,1,0,21,1,multiple_changes
5,0,0,0,2,1,unusual_hour
7,0,0,0,23,0,normal
7,0,0,0,22,0,normal
8,0,0,0,13,0,normal
8,0,0,0,27,0,normal
8,0,0,0,14,0,normal
9,0,0,0,15,0,normal
9,0,0,0,13,0,normal
9,0,0,0,26,0,normal
9,0,0,0,16,0,normal
9,0,0,0,4,0,normal
9,0,0,0,3,0,normal
9,1,1,0,0,0,normal
9,0,0,0,26,0,normal
9,0,0,0,19,0,normal
10,0,0,0,14,0,normal
10,0,0,0,20,0,normal
10,0,0,0,29,0,normal
10,0,0,0,19,0,normal
10,0,0,0,17,0,normal
11,0,0,0,33,0,normal
11,0,0,0,28,0,normal
12,0,0,0,17,0,normal
12,0,0,0,1,0,normal
13,0,0,0,36,0,normal
13,0,0,0,34,0,normal
13,0,0,0,19,0,normal
13,0,0,0,19,0,normal
14,0,0,0,31,0,normal
14,0,0,0,30,0,normal
14,0,0,0,31,0,normal
14,0,0,0,23,0,normal
14,0,1,0,23,1,unusual_client
15,0,0,0,28,0,normal
15,0,1,0,29,1,unusual_client
15,0,0,0,24,0,normal
15,0,0,0,25,0,normal
16,0,0,0,35,0,normal
16,0,0,0,27,0,normal
16,0,0,0,25,0,normal
16,0,0,0,30,0,normal
16,0,0,0,6,0,normal
17,0,0,0,22,0,normal
17,0,0,0,4,0,normal
17,0,0,0,28,0,normal
17,0,0,0,8,0,normal
18,0,0,0,23,0,normal
18,0,0,0,19,0,normal
19,0,0,0,29,0,normal
19,0,0,0,22,0,normal
19,0,0,0,29,0,normal
0,0,0,0,30,1,unusual_hour
7,0,0,0,25,0,normal
8,0,0,0,22,0,normal
9,0,0,0,31,0,normal
9,0,0,0,29,0,normal
9,0,0,0,32,0,normal
9,0,0,0,21,0,normal
9,0,0,0,20,0,normal
10,0,0,0,24,0,normal
10,0,0,0,6,0,normal
10,0,0,0,19,0,normal
10,0,0,0,5,0,normal
11,0,0,0,32,0,normal
11,0,0,0,2,0,normal
11,0,0,0,25,0,normal
11,0,0,0,19,0,normal
11,0,0,0,5,0,normal
11,0,0,0,18,0,normal
11,0,0,0,7,0,normal
12,0,0,0,18,0,normal
12,0,0,0,27,0,normal
12,0,0,0,20,0,normal
12,0,0,0,20,0,normal
12,0,0,0,23,0,normal
13,0,0,0,22,0,normal
13,0,0,0,26,0,normal
13,0,0,0,30,0,normal
13,0,0,0,16,0,normal
14,0,0,0,3,0,normal
14,0,0,0,12,0,normal
14,0,0,0,22,0,normal
14,0,0,0,22,0,normal
15,0,0,0,24,0,normal
15,0,0,0,32,0,normal
15,0,0,0,23,0,normal
15,0,0,0,25,0,normal
15,0,0,0,21,0,normal
15,0,0,0,35,0,normal
15,0,0,0,16,0,normal
16,0,0,0,21,0,normal
16,0,0,0,31,0,normal
16,0,0,0,30,0,normal
16,0,0,0,21,0,normal
17,0,0,0,26,0,normal
17,0,0,0,21,0,normal
17,0,0,0,8,0,normal
17,0,0,0,18,0,normal
17,0,0,0,30,0,normal
17,1,0,0,24,1,new_ip
18,0,0,0,32,0,normal
18,0,0,0,22,0,normal
19,0,0,0,28,0,normal
19,0,0,0,21,0,normal
19,0,0,0,9,0,normal
2,0,0,0,26,1,unusual_hour
8,0,0,0,20,0,normal
8,0,0,0,4,0,normal
8,0,0,0,27,0,normal
9,0,0,0,24,0,normal
9,0,0,0,20,0,normal
9,0,0,0,16,0,normal
9,0,0,0,8,0,normal
9,0,0,0,27,0,normal
9,0,0,0,18,0,normal
9,0,0,0,20,0,normal
10,0,0,0,17,0,normal
10,0,0,0,7,0,normal
10,0,0,0,18,0,normal
11,0,0,0,4,0,normal
11,0,0,0,21,0,normal
11,1,0,0,22,1,new_ip
11,0,0,0,28,0,normal
11,0,0,0,21,0,normal
11,0,0,0,23,0,normal
11,0,0,0,23,0,normal
11,0,0,0,20,0,normal
11,0,0,0,16,0,normal
12,0,0,0,24,0,normal
12,0,0,0,18,0,normal
12,0,0,0,6,0,normal
12,0,0,0,19,0,normal
12,0,0,0,22,0,normal
12,0,0,0,23,0,normal
13,0,0,0,36,0,normal
13,0,0,0,25,0,normal
13,0,1,0,2,1,unusual_client
13,0,0,0,17,0,normal
13,0,0,0,6,0,normal
13,0,0,0,3,0,normal
13,0,0,0,9,0,normal
13,0,0,0,4,0,normal
13,0,0,0,25,0,normal
13,0,0,0,26,0,normal
14,0,0,0,31,0,normal
14,0,0,0,23,0,normal
14,0,0,0,7,0,normal
14,0,0,0,11,0,normal
14,0,0,0,29,0,normal
15,0,0,0,29,0,normal
15,0,0,0,30,0,normal
15,0,0,0,26,0,normal
15,0,0,0,23,0,normal
15,0,0,0,23,0,normal
15,0,0,0,20,0,normal
15,0,0,0,3,0,normal
15,0,0,0,3,0,normal
15,0,0,0,28,0,normal
16,0,0,0,26,0,normal
16,0,0,0,27,0,normal
16,0,0,0,8,0,normal
16,0,0,0,15,0,normal
16,0,0,0,28,0,normal
16,0,0,0,24,0,normal
16,0,0,0,29,0,normal
17,0,0,0,24,0,normal
17,0,0,0,15,0,normal
17,0,0,0,26,0,normal
17,0,0,0,8,0,normal
17,0,0,0,20,0,normal
18,0,0,0,26,0,normal
18,0,0,0,22,0,normal
18,0,0,0,24,0,normal
18,0,0,0,21,0,normal
18,0,0,0,19,0,normal
18,0,0,0,27,0,normal
18,0,0,0,33,0,normal
19,0,0,0,18,0,normal
7,0,0,0,16,0,normal
8,0,0,0,27,0,normal
8,0,0,0,6,0,normal
8,0,0,0,33,0,normal
8,0,0,0,19,0,normal
8,0,0,0,4,0,normal
8,0,0,0,27,0,normal
8,0,0,0,20,0,normal
9,0,0,0,37,0,normal
9,0,0,0,30,0,normal
9,0,0,0,22,0,normal
9,0,0,0,25,0,normal
9,0,0,0,21,0,normal
10,0,0,0,26,0,normal
10,0,0,0,8,0,normal
10,0,0,0,29,0,normal
10,0,0,0,38,0,normal
10,0,0,0,27,0,normal
10,0,0,0,15,0,normal
10,0,0,0,5,0,normal
