hour_of_day,is_new_ip,is_new_device,recent_failures_15min,history_size,synthetic_label,anomaly_type,predicted_anomaly,decision_score
18,0,0,0,17,0,normal,0,0.17288263719553632
19,0,0,0,12,0,normal,0,0.10093641057767744
19,0,0,0,24,0,normal,0,0.1022126223676052
4,0,0,0,2,1,unusual_hour,0,0.035590760414370703
3,1,0,0,11,1,multiple_changes,1,-0.08383022932019846
7,0,0,0,24,0,normal,0,0.13264594922822304
8,0,0,0,32,0,normal,0,0.16808378909345445
9,0,0,0,30,0,normal,0,0.20190255184999206
9,0,0,0,25,0,normal,0,0.20100337145671537
9,0,0,0,25,0,normal,0,0.20100337145671537
9,0,0,0,20,0,normal,0,0.2062898613525767
9,0,0,0,17,0,normal,0,0.2111839791949694
9,0,0,0,31,0,normal,0,0.19920542347462783
9,0,0,0,21,0,normal,0,0.2088163534667688
9,0,0,0,18,0,normal,0,0.21244063333111246
10,0,0,0,23,0,normal,0,0.21491146820869117
10,0,0,0,28,0,normal,0,0.20723635528444007
10,0,0,0,24,0,normal,0,0.2102130858931373
10,0,0,0,24,0,normal,0,0.2102130858931373
11,0,0,0,14,0,normal,0,0.23411876164582673
11,0,0,0,22,0,normal,0,0.2219454578362572
11,0,0,0,13,0,normal,0,0.2308891054661083
12,0,0,0,16,0,normal,0,0.22520122246832086
12,0,0,0,17,0,normal,0,0.22590165386998118
12,0,0,0,8,0,normal,0,0.22761636813574992
13,0,0,0,13,0,normal,0,0.22760399174987106
13,0,0,0,19,0,normal,0,0.22242050712445455
13,0,0,0,26,0,normal,0,0.21058045451871465
13,0,0,0,19,0,normal,0,0.22242050712445455
13,0,0,0,6,0,normal,0,0.22587735108186496
13,0,0,0,29,0,normal,0,0.2097230401492547
14,0,0,0,7,0,normal,0,0.229929523566611
14,0,0,0,23,0,normal,0,0.2125931641581833
14,0,0,0,30,0,normal,0,0.20488166917850242
14,0,0,0,20,0,normal,0,0.21307678183344475
15,0,0,0,13,0,normal,0,0.22499752649824045
15,0,0,0,19,0,normal,0,0.2180212378311131
15,0,1,0,17,1,unusual_client,1,-0.030754436725658363
15,0,0,0,21,0,normal,0,0.2063316740595988
15,0,0,0,29,0,normal,0,0.20428549750680236
15,0,0,0,28,0,normal,0,0.2020131819795516
15,0,0,0,17,0,normal,0,0.2193343725103139
16,0,0,0,16,0,normal,0,0.21924992960212042
16,0,0,0,27,0,normal,0,0.20349019319116618
16,0,0,0,21,0,normal,0,0.20771449888545945
16,0,0,0,16,0,normal,0,0.21924992960212042
16,0,1,0,24,1,unusual_client,1,-0.02033532612109934
17,0,0,0,20,0,normal,0,0.1967766962980519
17,0,0,0,24,0,normal,0,0.19157330970334857
17,0,0,0,34,0,normal,0,0.17414418037001073
17,0,0,0,21,0,normal,0,0.19470911541657415
17,0,0,0,23,0,normal,0,0.19437332732800672
17,0,0,0,15,0,normal,0,0.20661735459380126
17,0,0,0,21,0,normal,0,0.19470911541657415
19,0,0,0,16,0,normal,0,0.10920801846936312
19,0,0,0,14,0,normal,0,0.10658197939372915
4,0,0,0,15,1,unusual_hour,0,0.056992127856272834
7,0,0,0,25,0,normal,0,0.13272372758720408
7,0,0,0,23,0,normal,0,0.13875425387755969
8,0,0,0,20,0,normal,0,0.1842689431535003
8,0,0,0,2,0,normal,0,0.15989443133142578
8,0,0,0,22,0,normal,0,0.1874940749228987
8,0,0,0,16,0,normal,0,0.19116063918506504
9,0,0,0,24,0,normal,0,0.20253984339270104
9,0,0,0,23,0,normal,0,0.20612958757759225
9,0,0,0,18,0,normal,0,0.21244063333111246
10,0,0,0,27,0,normal,0,0.20260336302936788
10,0,0,0,16,0,normal,0,0.22313239405569374
10,0,0,0,4,0,normal,0,0.2121182727797562
10,0,0,0,25,0,normal,0,0.20736652261015864
11,0,0,0,27,0,normal,0,0.2096316464605592
11,0,0,0,22,0,normal,0,0.2219454578362572
11,0,0,0,29,0,normal,0,0.215230170265448
11,0,0,0,3,0,normal,0,0.20645056864497113
11,0,0,0,25,0,normal,0,0.21459151674372612
12,0,0,0,25,0,normal,0,0.21800811330900016
12,0,0,0,3,0,normal,0,0.20747141718991258
12,0,0,0,21,0,normal,0,0.22318598466500444
13,0,0,0,5,0,normal,0,0.22040429171959836
13,0,0,0,18,0,normal,0,0.22498316131258628
13,0,0,0,6,0,normal,0,0.22587735108186496
13,0,0,0,26,0,normal,0,0.21058045451871465
13,0,1,0,26,1,unusual_client,1,-0.01222226358353995
13,0,0,0,4,0,normal,0,0.2139307795983615
13,0,0,0,23,0,normal,0,0.21258706134394223
13,0,0,0,26,0,normal,0,0.21058045451871465
14,0,0,0,6,0,normal,0,0.22574491420804316
14,0,0,0,24,0,normal,0,0.20829726752725242
14,0,0,0,11,0,normal,0,0.23278520949343118
14,0,0,0,22,0,normal,0,0.21278723050867598
14,0,0,0,22,0,normal,0,0.21278723050867598
14,0,0,0,19,0,normal,0,0.21908138407536343
14,0,0,0,31,0,normal,0,0.20271088446254604
15,0,0,0,15,0,normal,0,0.22608544963573823
15,0,0,0,18,0,normal,0,0.22094787179354658
15,0,0,0,21,0,normal,0,0.2063316740595988
15,0,0,0,8,0,normal,0,0.22755292219636564
16,0,0,0,28,0,normal,0,0.20221573785365127
16,0,0,0,21,0,normal,0,0.20771449888545945
16,0,0,0,22,0,normal,0,0.20880426958255055
16,0,0,0,17,0,normal,0,0.2153260022065983
16,0,0,0,21,0,normal,0,0.20771449888545945
18,0,0,0,15,0,normal,0,0.17720771984520456
18,0,0,0,16,0,normal,0,0.1763718591805285
18,0,0,0,19,0,normal,0,0.17258457136065025
19,0,0,0,29,0,normal,0,0.10160172620363439
4,0,0,0,31,1,unusual_hour,0,0.051592213930452435
7,0,0,0,22,0,normal,0,0.13882340690433925
8,0,0,0,9,0,normal,0,0.19137067220005344
8,0,0,0,30,0,normal,0,0.17798003922172384
8,0,0,0,13,0,normal,0,0.1918763295632303
8,0,0,0,20,0,normal,0,0.1842689431535003
9,0,0,0,17,0,normal,0,0.2111839791949694
9,0,0,0,5,0,normal,0,0.21313418872707557
10,0,0,0,6,0,normal,0,0.21839384270311746
10,0,0,0,19,0,normal,0,0.21688715049150614
11,0,0,0,14,0,normal,0,0.23411876164582673
11,0,0,0,5,0,normal,0,0.22343592820833902
12,0,0,0,3,0,normal,0,0.20747141718991258
12,0,0,0,30,0,normal,0,0.21669744514067024
12,0,0,0,15,0,normal,0,0.22753199263742346
12,0,0,0,25,0,normal,0,0.21800811330900016
12,0,0,0,22,0,normal,0,0.222574920171903
12,0,0,0,15,0,normal,0,0.22753199263742346
12,0,0,0,12,0,normal,0,0.22824909543380617
12,0,0,0,21,0,normal,0,0.22318598466500444
13,0,0,0,22,0,normal,0,0.21401160854814055
13,0,0,0,23,0,normal,0,0.21258706134394223
13,0,1,0,5,1,unusual_client,1,-0.029558399051471396
13,0,0,0,6,0,normal,0,0.22587735108186496
13,0,0,0,4,0,normal,0,0.2139307795983615
13,0,0,0,28,0,normal,0,0.20927630155964283
13,0,0,0,28,0,normal,0,0.20927630155964283
14,0,0,0,23,0,normal,0,0.2125931641581833
14,0,0,0,24,0,normal,0,0.20829726752725242
14,0,0,0,2,0,normal,0,0.20300888146728724
15,0,0,0,7,0,normal,0,0.22669546939673318
15,0,0,0,3,0,normal,0,0.2017723325481185
15,0,0,0,23,0,normal,0,0.2083586035162771
16,0,0,0,23,0,normal,0,0.20930864324467818
16,0,0,0,23,0,normal,0,0.20930864324467818
16,0,0,0,33,1,unusual_client,0,0.1938961085820105
16,0,0,0,26,0,normal,0,0.20902158923898062
16,0,0,0,14,0,normal,0,0.21861487587820266
16,1,0,0,26,1,new_ip,1,-0.008410858030865498
16,0,0,0,6,0,normal,0,0.21287903969895605
16,0,0,0,21,0,normal,0,0.20771449888545945
16,0,0,0,25,0,normal,0,0.20624386253234678
17,0,0,0,22,0,normal,0,0.19533780129338546
17,0,0,0,20,0,normal,0,0.1967766962980519
17,0,0,0,20,0,normal,0,0.1967766962980519
17,0,0,0,5,0,normal,0,0.19608990602594067
18,0,0,0,29,0,normal,0,0.16297731075921812
18,0,0,0,26,0,normal,0,0.17196665704698816
18,0,0,0,17,0,normal,0,0.17288263719553632
19,0,0,0,17,0,normal,0,0.10748925346377147
0,1,1,0,27,1,multiple_changes,1,-0.1193072653689784
3,0,0,0,24,1,unusual_hour,0,0.022445660000937506
3,1,1,0,26,1,multiple_changes,1,-0.10345939935383797
3,1,1,0,26,1,multiple_changes,1,-0.10345939935383797
8,0,0,0,24,0,normal,0,0.18161178994142457
8,0,0,0,29,0,normal,0,0.1776272931567307
8,0,0,0,22,0,normal,0,0.1874940749228987
8,0,0,0,24,0,normal,0,0.18161178994142457
9,0,0,0,25,0,normal,0,0.20100337145671537
9,0,1,0,23,1,unusual_client,1,-0.021519162105321454
10,0,0,0,27,0,normal,0,0.20260336302936788
10,0,0,0,27,0,normal,0,0.20260336302936788
11,0,0,0,17,0,normal,0,0.22943551147159763
11,0,0,0,15,0,normal,0,0.23249952798735113
11,0,0,0,21,0,normal,0,0.22316741063352158
11,0,0,0,21,0,normal,0,0.22316741063352158
11,0,0,0,34,0,normal,0,0.19767276501763503
11,0,0,0,18,0,normal,0,0.22983395159153425
11,0,0,0,19,0,normal,0,0.22296894917151072
12,0,0,0,5,0,normal,0,0.2214844672433175
12,0,0,0,15,0,normal,0,0.22753199263742346
12,0,0,0,21,0,normal,0,0.22318598466500444
12,0,0,0,26,0,normal,0,0.218726260713757
12,0,0,0,24,0,normal,0,0.21919666203812377
13,0,0,0,21,0,normal,0,0.21469483335429612
13,0,0,0,25,0,normal,0,0.2101365138672895
13,0,0,0,27,0,normal,0,0.2047185011508209
13,0,0,0,20,0,normal,0,0.21643009397865365
13,0,0,0,5,0,normal,0,0.22040429171959836
13,0,0,0,16,0,normal,0,0.225917703864778
13,0,0,0,5,0,normal,0,0.22040429171959836
13,0,0,0,20,0,normal,0,0.21643009397865365
13,0,0,0,8,0,normal,0,0.2303721700922246
13,0,0,0,24,0,normal,0,0.20968854670881454
13,0,0,0,23,0,normal,0,0.21258706134394223
14,0,0,0,17,0,normal,0,0.22267459087644365
14,0,0,0,18,0,normal,0,0.22284939813610954
14,0,0,0,5,0,normal,0,0.2231360968082869
14,0,0,0,19,0,normal,0,0.21908138407536343
15,0,0,0,24,0,normal,0,0.20540084923943097
15,0,0,0,24,0,normal,0,0.20540084923943097
15,0,0,0,22,0,normal,0,0.20866576803359405
16,0,0,0,16,0,normal,0,0.21924992960212042
16,0,0,0,19,0,normal,0,0.21281044625745932
16,0,0,0,6,0,normal,0,0.21287903969895605
16,0,0,0,20,0,normal,0,0.21045963835575265
17,0,0,0,3,0,normal,0,0.17916412207158022
17,0,0,0,26,0,normal,0,0.19596989102416384
17,0,0,0,32,0,normal,0,0.18178199922801092
17,0,0,0,6,0,normal,0,0.19941327991793184
17,0,0,0,15,0,normal,0,0.20661735459380126
18,0,0,0,26,0,normal,0,0.17196665704698816
18,0,0,0,26,0,normal,0,0.17196665704698816
18,0,0,0,22,0,normal,0,0.17084938918732723
18,0,0,0,28,0,normal,0,0.1661848158144394
18,0,0,0,14,0,normal,0,0.1753629569017635
19,0,0,0,27,0,normal,0,0.10345000940285354
19,0,0,0,20,0,normal,0,0.10361083559705175
1,0,0,0,18,1,unusual_hour,1,-0.010260580382949414
7,0,0,0,25,1,unusual_client,0,0.13272372758720408
8,0,0,0,35,0,normal,0,0.15671491322324949
9,0,0,0,17,0,normal,0,0.2111839791949694
9,0,1,0,26,1,unusual_client,1,-0.018557582979804477
9,0,0,0,7,0,normal,0,0.21385802690887856
9,0,0,0,16,0,normal,0,0.21310768589940715
10,0,0,0,25,0,normal,0,0.20736652261015864
11,0,0,0,4,0,normal,0,0.21692292061030144
11,0,0,0,10,0,normal,0,0.231149758283116
11,0,0,0,27,0,normal,0,0.2096316464605592
11,0,0,0,24,0,normal,0,0.21768401611253052
12,0,0,0,4,0,normal,0,0.21510309200826955
13,0,0,0,31,0,normal,0,0.2071361257218784
13,0,0,0,21,0,normal,0,0.21469483335429612
13,0,0,0,7,0,normal,0,0.23065626848063386
13,0,0,0,15,0,normal,0,0.22777261526697584
14,0,0,0,21,0,normal,0,0.21244284773715866
14,0,0,0,17,0,normal,0,0.22267459087644365
14,0,0,0,21,0,normal,0,0.21244284773715866
14,0,0,0,11,0,normal,0,0.23278520949343118
14,0,0,0,12,0,normal,0,0.2311377132371562
14,0,0,0,26,0,normal,0,0.20732489797640025
14,0,0,0,7,0,normal,0,0.229929523566611
15,0,0,0,22,0,normal,0,0.20866576803359405
15,0,0,0,21,0,normal,0,0.2063316740595988
15,0,0,0,18,0,normal,0,0.22094787179354658
15,0,0,0,19,0,normal,0,0.2180212378311131
15,0,0,0,11,0,normal,0,0.22704215564488078
15,0,0,0,25,0,normal,0,0.2033741625793895
15,0,0,0,26,0,normal,0,0.20578377187343838
15,0,0,0,22,0,normal,0,0.20866576803359405
15,0,0,0,5,0,normal,0,0.21947893266254404
15,0,0,0,25,0,normal,0,0.2033741625793895
16,0,0,0,6,0,normal,0,0.21287903969895605
16,0,0,0,8,0,normal,0,0.21772055931744666
16,0,0,0,26,0,normal,0,0.20902158923898062
16,0,0,0,26,0,normal,0,0.20902158923898062
16,0,0,0,16,0,normal,0,0.21924992960212042
16,0,0,0,20,0,normal,0,0.21045963835575265
16,0,0,0,24,0,normal,0,0.20720400235962833
17,0,0,0,10,0,normal,0,0.205966073897273
17,0,0,0,29,0,normal,0,0.19015830055239957
17,0,0,0,14,0,normal,0,0.20346033666943097
8,0,0,0,6,0,normal,0,0.1914055412374564
9,0,0,0,25,0,normal,0,0.20100337145671537
9,0,0,0,30,0,normal,0,0.20190255184999206
9,0,0,0,29,0,normal,0,0.2021198201159909
9,0,0,0,21,0,normal,0,0.2088163534667688
9,0,0,0,17,0,normal,0,0.2111839791949694
10,0,0,0,18,0,normal,0,0.220746886658511
10,0,0,0,27,0,normal,0,0.20260336302936788
10,0,0,0,32,0,normal,0,0.19717911430651786
10,0,0,0,22,0,normal,0,0.2167662691391543
10,0,0,0,6,0,normal,0,0.21839384270311746
10,0,0,0,12,0,normal,0,0.2253844846073561
10,0,0,0,27,0,normal,0,0.20260336302936788
10,0,0,0,17,0,normal,0,0.2207730327803697
10,0,0,0,17,0,normal,0,0.2207730327803697
11,0,0,0,26,0,normal,0,0.21520666828267
11,0,0,0,11,0,normal,0,0.23392666409938573
11,0,0,0,19,0,normal,0,0.22296894917151072
11,0,0,0,24,0,normal,0,0.21768401611253052
12,0,0,0,24,0,normal,0,0.21919666203812377
12,0,0,0,18,0,normal,0,0.22746940906636548
12,0,0,0,22,0,normal,0,0.222574920171903
13,0,0,0,20,0,normal,0,0.21643009397865365
13,0,0,0,20,0,normal,0,0.21643009397865365
13,0,0,0,26,0,normal,0,0.21058045451871465
13,0,0,0,20,0,normal,0,0.21643009397865365
13,0,0,0,20,0,normal,0,0.21643009397865365
13,1,0,0,27,1,new_ip,1,-0.013038138366200602
14,0,0,0,24,0,normal,0,0.20829726752725242
14,0,0,0,23,0,normal,0,0.2125931641581833
14,0,0,0,4,0,normal,0,0.21614951115104586
14,0,0,0,27,0,normal,0,0.2019297602901008
14,0,0,0,7,0,normal,0,0.229929523566611
14,0,0,0,5,0,normal,0,0.2231360968082869
15,0,0,0,28,0,normal,0,0.2020131819795516
15,0,0,0,21,0,normal,0,0.2063316740595988
15,0,0,0,23,0,normal,0,0.2083586035162771
16,0,0,0,27,1,unusual_client,0,0.20349019319116618
16,0,0,0,20,0,normal,0,0.21045963835575265
16,0,1,0,18,1,unusual_client,1,-0.02634438454110488
16,0,0,0,5,0,normal,0,0.20735414462959229
17,0,0,0,21,0,normal,0,0.19470911541657415
17,0,0,0,14,0,normal,0,0.20346033666943097
17,0,0,0,7,0,normal,0,0.20412788307089713
18,0,0,0,27,0,normal,0,0.16799293627549972
19,0,0,0,31,0,normal,0,0.09694979510820168
19,0,0,0,16,0,normal,0,0.10920801846936312
19,0,0,0,28,0,normal,0,0.1026982781365613
7,0,0,0,22,0,normal,0,0.13882340690433925
7,0,0,0,24,0,normal,0,0.13264594922822304
7,0,0,0,4,0,normal,0,0.13640149692882342
8,0,0,0,28,0,normal,0,0.17628345650596217
8,0,0,0,14,0,normal,0,0.19549447407632403
8,0,0,0,35,0,normal,0,0.15671491322324949
9,0,0,0,23,0,normal,0,0.20612958757759225
9,0,0,0,28,0,normal,0,0.20080566912268127
9,0,0,0,7,0,normal,0,0.21385802690887856
9,0,0,0,19,0,normal,0,0.20963300535481855
9,0,1,0,2,1,unusual_client,1,-0.024010952285699494
10,0,0,0,6,0,normal,0,0.21839384270311746
10,1,0,0,21,1,new_ip,1,-0.01996414476465147
10,0,0,0,18,0,normal,0,0.220746886658511
10,0,0,0,19,0,normal,0,0.21688715049150614
10,0,0,0,28,0,normal,0,0.20723635528444007
11,0,0,0,28,0,normal,0,0.21425672238024218
11,0,0,0,16,0,normal,0,0.23064533641749646
11,0,0,0,3,0,normal,0,0.20645056864497113
11,0,0,0,24,0,normal,0,0.21768401611253052
11,0,0,0,10,0,normal,0,0.231149758283116
11,0,0,0,19,0,normal,0,0.22296894917151072
12,0,0,0,5,0,normal,0,0.2214844672433175
12,0,0,0,20,0,normal,0,0.22144027462652333
12,0,0,0,21,0,normal,0,0.22318598466500444
12,0,0,0,33,0,normal,0,0.20991310835464994
12,0,0,0,23,0,normal,0,0.22269641401101475
12,0,0,0,2,0,normal,0,0.1965368657706132
12,0,0,0,5,0,normal,0,0.2214844672433175
13,0,0,0,21,0,normal,0,0.21469483335429612
13,0,0,0,27,0,normal,0,0.2047185011508209
13,0,0,0,21,0,normal,0,0.21469483335429612
13,0,0,0,23,0,normal,0,0.21258706134394223
13,0,0,0,15,0,normal,0,0.22777261526697584
14,0,0,0,23,0,normal,0,0.2125931641581833
14,0,0,0,19,0,normal,0,0.21908138407536343
14,0,0,0,13,0,normal,0,0.22841253850407506
14,0,0,0,29,0,normal,0,0.20667611772736344
14,0,0,0,33,0,normal,0,0.1988380277554928
15,0,0,0,26,0,normal,0,0.20578377187343838
15,0,0,0,19,0,normal,0,0.2180212378311131
15,1,0,0,20,1,new_ip,1,-0.013014411851123397
15,0,0,0,4,0,normal,0,0.21010809285415982
15,0,0,0,30,0,normal,0,0.2022662480749473
15,0,0,0,19,0,normal,0,0.2180212378311131
16,0,1,0,3,1,unusual_client,1,-0.03192394048552771
16,0,0,0,16,0,normal,0,0.21924992960212042
16,0,0,0,31,0,normal,0,0.2007117260280154
16,0,0,0,22,0,normal,0,0.20880426958255055
16,0,0,0,3,0,normal,0,0.19216541538198623
16,0,0,0,31,0,normal,0,0.2007117260280154
16,0,0,0,17,0,normal,0,0.2153260022065983
17,0,0,0,26,0,normal,0,0.19596989102416384
17,0,0,0,19,0,normal,0,0.1999036499738207
17,0,0,0,23,0,normal,0,0.19437332732800672
17,0,0,0,22,0,normal,0,0.19533780129338546
17,0,0,0,26,0,normal,0,0.19596989102416384
17,0,0,0,9,0,normal,0,0.20690883525171794
17,0,0,0,27,0,normal,0,0.19074957660845215
17,0,0,0,18,0,normal,0,0.2013129320441076
18,0,0,0,20,0,normal,0,0.17129558997951105
18,0,0,0,17,0,normal,0,0.17288263719553632
18,0,0,0,32,0,normal,0,0.1548890521990111
19,0,0,0,22,0,normal,0,0.1033942589988891
7,0,0,0,2,0,normal,0,0.11705044841111811
8,1,0,0,23,1,new_ip,1,-0.021378139805483976
8,0,0,0,36,0,normal,0,0.14785654346325328
9,0,0,0,22,0,normal,0,0.20684699940179208
9,0,0,0,23,0,normal,0,0.20612958757759225
9,0,0,0,23,0,normal,0,0.20612958757759225
9,0,0,0,21,0,normal,0,0.2088163534667688
9,0,0,0,22,0,normal,0,0.20684699940179208
10,0,0,0,6,0,normal,0,0.21839384270311746
10,0,0,0,25,0,normal,0,0.20736652261015864
10,0,0,0,18,0,normal,0,0.220746886658511
10,0,0,0,18,0,normal,0,0.220746886658511
10,0,0,0,15,0,normal,0,0.22468009561240576
10,0,0,0,27,0,normal,0,0.20260336302936788
11,0,0,0,21,0,normal,0,0.22316741063352158
11,0,0,0,27,0,normal,0,0.2096316464605592
11,0,0,0,28,0,normal,0,0.21425672238024218
11,0,0,0,25,0,normal,0,0.21459151674372612
11,0,0,0,6,0,normal,0,0.2276536669386638
12,0,0,0,17,0,normal,0,0.22590165386998118
12,0,0,0,21,0,normal,0,0.22318598466500444
12,0,0,0,22,0,normal,0,0.222574920171903
13,0,0,0,6,0,normal,0,0.22587735108186496
13,0,0,0,21,0,normal,0,0.21469483335429612
13,0,0,0,30,0,normal,0,0.20848966964909443
13,0,0,0,4,0,normal,0,0.2139307795983615
14,0,0,0,18,0,normal,0,0.22284939813610954
14,0,0,0,27,0,normal,0,0.2019297602901008
14,0,0,0,24,0,normal,0,0.20829726752725242
14,0,0,0,21,0,normal,0,0.21244284773715866
14,0,0,0,22,0,normal,0,0.21278723050867598
15,0,0,0,22,0,normal,0,0.20866576803359405
15,1,0,0,26,1,new_ip,1,-0.014478716070398412
15,0,0,0,22,0,normal,0,0.20866576803359405
15,0,0,0,26,0,normal,0,0.20578377187343838
15,0,0,0,6,0,normal,0,0.22340915991770927
15,0,0,0,25,0,normal,0,0.2033741625793895
16,0,0,0,2,0,normal,0,0.18697593940909185
16,0,0,0,28,0,normal,0,0.20221573785365127
16,0,0,0,12,0,normal,0,0.2177473566857524
16,0,0,0,24,0,normal,0,0.20720400235962833
16,0,0,0,7,0,normal,0,0.2165512057939476
17,0,0,0,24,0,normal,0,0.19157330970334857
17,0,0,0,3,0,normal,0,0.17916412207158022
17,0,0,0,20,0,normal,0,0.1967766962980519
17,0,0,0,26,0,normal,0,0.19596989102416384
18,0,0,0,21,0,normal,0,0.16996242454418048
19,0,0,0,20,0,normal,0,0.10361083559705175
0,0,0,0,24,1,unusual_hour,1,-0.028732337292223575
1,0,0,0,24,1,unusual_hour,1,-0.01521471875230862
3,0,0,0,29,1,unusual_hour,0,0.02658728492441742
7,0,0,0,27,0,normal,0,0.12926802952893612
8,0,0,0,19,0,normal,0,0.1886076727821614
8,0,0,0,25,0,normal,0,0.17885325009193964
8,0,0,0,19,0,normal,0,0.1886076727821614
9,0,0,0,9,0,normal,0,0.21399244702201248
9,0,0,0,20,0,normal,0,0.2062898613525767
9,0,0,0,5,0,normal,0,0.21313418872707557
9,0,0,0,16,0,normal,0,0.21310768589940715
10,0,0,0,34,0,normal,0,0.19066348446531733
10,0,0,0,23,0,normal,0,0.21491146820869117
10,0,0,0,4,0,normal,0,0.2121182727797562
10,0,0,0,8,0,normal,0,0.2191406770499863
11,0,0,0,23,0,normal,0,0.22156765408450146
11,0,0,0,24,0,normal,0,0.21768401611253052
11,0,0,0,14,0,normal,0,0.23411876164582673
11,0,0,0,24,0,normal,0,0.21768401611253052
11,0,0,0,20,0,normal,0,0.220157396583758
11,0,0,0,30,0,normal,0,0.21183873806727732
11,0,0,0,7,0,normal,0,0.229845467654882
11,0,0,0,21,0,normal,0,0.22316741063352158
11,0,0,0,17,0,normal,0,0.22943551147159763
12,0,0,0,25,0,normal,0,0.21800811330900016
12,0,0,0,15,0,normal,0,0.22753199263742346
12,0,0,0,26,0,normal,0,0.218726260713757
12,0,0,0,30,0,normal,0,0.21669744514067024
13,1,0,0,27,1,new_ip,1,-0.013038138366200602
14,0,0,0,23,0,normal,0,0.2125931641581833
14,0,0,0,8,0,normal,0,0.2286537355675654
14,0,0,0,3,0,normal,0,0.20916273920576306
14,0,0,0,20,0,normal,0,0.21307678183344475
14,0,0,0,28,0,normal,0,0.20465489730294772
15,0,0,0,28,0,normal,0,0.2020131819795516
15,0,0,0,19,0,normal,0,0.2180212378311131
15,0,0,0,22,0,normal,0,0.20866576803359405
15,0,0,0,20,0,normal,0,0.21152993743550041
15,0,0,0,4,0,normal,0,0.21010809285415982
15,0,0,0,19,0,normal,0,0.2180212378311131
15,0,0,0,18,0,normal,0,0.22094787179354658
16,0,0,0,34,0,normal,0,0.18900352737981008
16,0,0,0,3,0,normal,0,0.19216541538198623
16,0,0,0,6,0,normal,0,0.21287903969895605
16,0,0,0,28,0,normal,0,0.20221573785365127
16,0,0,0,29,0,normal,0,0.20313509311402955
16,0,0,0,21,0,normal,0,0.20771449888545945
16,0,0,0,22,0,normal,0,0.20880426958255055
16,0,0,0,5,0,normal,0,0.20735414462959229
16,0,0,0,7,0,normal,0,0.2165512057939476
16,0,0,0,20,0,normal,0,0.21045963835575265
16,0,0,0,15,0,normal,0,0.22105495408922088
16,0,0,0,31,0,normal,0,0.2007117260280154
17,0,0,0,23,0,normal,0,0.19437332732800672
17,0,0,0,29,0,normal,0,0.19015830055239957
17,0,1,0,25,1,unusual_client,1,-0.024887224268057673
17,0,0,0,3,0,normal,0,0.17916412207158022
18,0,0,0,6,0,normal,0,0.16470658797379
18,0,0,0,23,0,normal,0,0.1695291979354237
18,0,0,0,27,0,normal,0,0.16799293627549972
19,0,0,0,23,0,normal,0,0.10336223401083244
7,0,0,0,16,0,normal,0,0.14810529810123257
7,0,0,0,21,0,normal,0,0.14190553684497736
8,0,0,0,15,0,normal,0,0.1933124800038351
8,0,0,0,29,0,normal,0,0.1776272931567307
8,0,0,0,30,0,normal,0,0.17798003922172384
8,0,0,0,7,0,normal,0,0.1929207574084979
8,1,0,0,18,1,new_ip,1,-0.018114976833438434
8,0,0,0,1,0,normal,0,0.13997757773447683
8,0,0,0,4,0,normal,0,0.1807388452644491
8,0,0,0,17,0,normal,0,0.1905864016004022
9,0,0,0,19,0,normal,0,0.20963300535481855
9,0,0,0,28,0,normal,0,0.20080566912268127
9,0,0,0,9,0,normal,0,0.21399244702201248
9,0,0,0,27,0,normal,0,0.19813419102281077
10,0,0,0,26,0,normal,0,0.20748691311619155
10,0,0,0,7,0,normal,0,0.22007223981004764
10,0,0,0,25,0,normal,0,0.20736652261015864
10,0,0,0,27,0,normal,0,0.20260336302936788
10,0,0,0,13,0,normal,0,0.22136150510256564
10,0,0,0,21,0,normal,0,0.216521006447716
10,0,0,0,7,0,normal,0,0.22007223981004764
11,0,0,0,7,0,normal,0,0.229845467654882
11,0,0,0,25,0,normal,0,0.21459151674372612
11,0,0,0,29,0,normal,0,0.215230170265448
11,0,0,0,14,0,normal,0,0.23411876164582673
11,0,0,0,20,0,normal,0,0.220157396583758
12,0,0,0,28,0,normal,0,0.21866525607360487
12,0,0,0,20,0,normal,0,0.22144027462652333
12,0,0,0,32,0,normal,0,0.20951400684426547
12,0,0,0,12,0,normal,0,0.22824909543380617
12,0,0,0,24,0,normal,0,0.21919666203812377
12,0,0,0,4,0,normal,0,0.21510309200826955
12,0,0,0,25,0,normal,0,0.21800811330900016
12,0,0,0,17,0,normal,0,0.22590165386998118
12,0,0,0,5,0,normal,0,0.2214844672433175
13,0,0,0,2,0,normal,0,0.20030900689134895
13,0,0,0,22,0,normal,0,0.21401160854814055
13,0,0,0,16,0,normal,0,0.225917703864778
13,0,0,0,21,0,normal,0,0.21469483335429612
13,0,0,0,25,0,normal,0,0.2101365138672895
14,0,0,0,30,0,normal,0,0.20488166917850242
14,0,0,0,3,0,normal,0,0.20916273920576306
14,0,0,0,26,0,normal,0,0.20732489797640025
14,0,0,0,18,0,normal,0,0.22284939813610954
14,0,0,0,8,0,normal,0,0.2286537355675654
15,0,0,0,25,0,normal,0,0.2033741625793895
15,0,0,0,5,0,normal,0,0.21947893266254404
16,0,0,0,3,0,normal,0,0.19216541538198623
16,0,0,0,26,0,normal,0,0.20902158923898062
16,0,0,0,28,0,normal,0,0.20221573785365127
16,0,0,0,7,0,normal,0,0.2165512057939476
16,0,0,0,3,0,normal,0,0.19216541538198623
16,0,0,0,27,0,normal,0,0.20349019319116618
